YKR_ID,ASUKKAITA
5902007,8
5902010,9
5902017,13
5902018,6
5902019,17
5902020,5
5902023,96
5902024,95
5902025,107
5902026,70
5902027,8
5902029,13
5902031,42
5902032,814
5902033,358
5902034,10
5902035,113
5902036,132
5902037,111
5902038,238
5902039,109
5902041,596
5902042,428
5902043,109
5902044,681
5902045,225
5902046,132
5902047,381
5902048,9
5902051,51
5902052,180
5902063,15
5902064,218
5902065,187
5902066,145
5902067,52
5902070,144
5902071,210
5902072,340
5902073,246
5902074,131
5902075,183
5902076,245
5902077,241
5902078,332
5902079,245
5902080,306
5902081,268
5902082,237
5902083,384
5902084,699
5902091,141
5902093,81
5902094,688
5902095,99
5902096,140
5902097,206
5902098,331
5902099,122
5902106,7
5902107,5
5902108,6
5902116,5
5902117,31
5903805,10
5903821,12
5903823,17
5903833,5
5903834,18
5903835,12
5903847,10
5903851,48
5903852,32
5903853,46
5903854,8
5903856,6
5903860,66
5903861,117
5903862,140
5903863,48
5903864,40
5903868,168
5903869,183
5903870,551
5903871,218
5903872,107
5903873,63
5903874,435
5903875,692
5903876,103
5903878,351
5903879,660
5903880,260
5903881,621
5903882,7
5903883,168
5903884,491
5903885,87
5903887,16
5903900,185
5903901,142
5903902,129
5903903,173
5903904,91
5903907,51
5903908,224
5903909,194
5903910,126
5903911,229
5903912,274
5903913,183
5903914,200
5903915,169
5903916,353
5903917,456
5903918,70
5903919,623
5903920,132
5903927,98
5903928,377
5903929,241
5903930,286
5903931,520
5903932,119
5903933,69
5903934,199
5903935,113
5903936,54
5903960,14
5903961,14
5903962,18
5905642,18
5905643,12
5905657,6
5905658,8
5905659,11
5905670,33
5905671,25
5905672,15
5905688,51
5905689,53
5905690,42
5905695,68
5905696,78
5905697,77
5905698,91
5905699,31
5905700,21
5905703,42
5905704,507
5905705,366
5905706,534
5905707,706
5905708,105
5905709,27
5905710,259
5905711,101
5905714,138
5905715,300
5905716,955
5905717,420
5905718,49
5905719,538
5905720,375
5905721,39
5905722,53
5905723,149
5905724,123
5905725,176
5905726,136
5905732,29
5905735,190
5905736,208
5905737,229
5905738,120
5905739,132
5905744,185
5905745,233
5905746,150
5905747,262
5905748,282
5905749,325
5905750,320
5905751,362
5905752,371
5905753,9
5905754,278
5905755,470
5905763,539
5905764,264
5905765,723
5905769,88
5905770,142
5905771,40
5905782,8
5905791,5
5905796,11
5905797,13
5905798,6
5907477,24
5907478,10
5907479,5
5907492,10
5907493,29
5907494,11
5907505,5
5907506,6
5907521,401
5907522,307
5907523,19
5907524,14
5907528,15
5907529,121
5907530,122
5907531,134
5907532,79
5907533,111
5907534,60
5907535,12
5907537,115
5907538,249
5907539,8
5907540,219
5907541,176
5907542,54
5907543,20
5907545,9
5907548,15
5907549,238
5907550,248
5907551,150
5907552,48
5907553,454
5907554,235
5907555,28
5907556,154
5907557,142
5907558,102
5907559,241
5907560,357
5907561,87
5907562,14
5907565,288
5907566,243
5907567,74
5907568,132
5907569,221
5907570,243
5907571,291
5907572,73
5907575,19
5907578,176
5907579,211
5907580,178
5907581,256
5907582,252
5907583,347
5907584,294
5907585,496
5907586,228
5907587,197
5907589,65
5907590,41
5907591,17
5907597,118
5907598,272
5907599,493
5907600,425
5907601,137
5907617,12
5907625,11
5907629,6
5907631,24
5907632,11
5909309,8
5909310,22
5909321,9
5909324,15
5909325,14
5909344,17
5909345,5
5909351,37
5909352,95
5909353,70
5909354,197
5909360,63
5909361,122
5909362,146
5909363,139
5909364,137
5909365,127
5909366,99
5909367,43
5909371,184
5909372,98
5909373,87
5909374,86
5909375,20
5909381,254
5909382,333
5909383,643
5909384,413
5909385,215
5909386,5
5909387,65
5909388,120
5909389,69
5909390,160
5909391,126
5909392,122
5909393,213
5909394,13
5909396,124
5909397,213
5909398,161
5909399,147
5909400,161
5909401,261
5909402,232
5909403,117
5909410,152
5909411,199
5909412,191
5909413,254
5909414,242
5909415,28
5909416,317
5909417,519
5909418,349
5909419,626
5909420,100
5909421,11
5909422,122
5909423,37
5909428,5
5909429,213
5909430,293
5909431,357
5909432,619
5909433,87
5909445,5
5909446,8
5909449,15
5909450,9
5909453,13
5909457,9
5909461,7
5909465,43
5911151,5
5911152,8
5911153,14
5911156,12
5911157,10
5911181,6
5911182,48
5911183,182
5911184,38
5911185,11
5911192,82
5911193,142
5911194,148
5911195,169
5911196,209
5911197,133
5911198,105
5911199,37
5911203,81
5911204,82
5911205,58
5911206,23
5911210,188
5911213,20
5911214,280
5911215,64
5911216,77
5911217,371
5911218,19
5911220,93
5911221,60
5911222,158
5911223,116
5911224,110
5911225,141
5911228,126
5911229,189
5911230,323
5911231,283
5911232,104
5911233,196
5911234,274
5911235,135
5911236,244
5911237,65
5911238,22
5911242,79
5911243,309
5911244,225
5911245,434
5911246,137
5911247,614
5911248,362
5911249,105
5911250,373
5911251,995
5911252,106
5911253,37
5911264,91
5911265,20
5911267,24
5911268,68
5911281,10
5911282,7
5911283,7
5911285,11
5911286,14
5911292,5
5911295,24
5911296,5
5911297,21
5911298,8
5912981,5
5912982,5
5912983,11
5912984,14
5912985,5
5913011,22
5913012,76
5913013,131
5913014,147
5913015,153
5913018,70
5913021,55
5913022,173
5913023,104
5913024,163
5913025,95
5913026,141
5913027,35
5913028,104
5913029,40
5913032,104
5913033,97
5913034,77
5913035,94
5913036,12
5913039,57
5913040,228
5913041,51
5913042,12
5913043,438
5913044,250
5913045,280
5913046,614
5913047,565
5913048,58
5913049,85
5913050,35
5913053,9
5913054,232
5913055,162
5913056,79
5913058,118
5913059,74
5913060,145
5913061,277
5913062,177
5913063,245
5913064,232
5913065,105
5913066,119
5913067,211
5913068,225
5913073,124
5913074,189
5913075,15
5913076,291
5913077,808
5913078,401
5913079,285
5913080,116
5913081,197
5913082,175
5913083,55
5913084,141
5913094,8
5913095,131
5913096,274
5913097,220
5913098,244
5913099,209
5913100,79
5913101,52
5913102,195
5913103,136
5913111,16
5913112,19
5913113,6
5913115,35
5913116,8
5913117,5
5913119,9
5913121,20
5913122,18
5913126,10
5913127,19
5914812,10
5914815,9
5914817,17
5914818,12
5914819,32
5914827,5
5914839,23
5914840,148
5914841,239
5914842,159
5914843,186
5914844,156
5914847,221
5914848,413
5914849,255
5914850,190
5914851,90
5914852,109
5914853,85
5914854,104
5914855,135
5914856,127
5914857,81
5914861,36
5914862,6
5914863,77
5914864,60
5914867,37
5914868,97
5914869,312
5914870,236
5914873,354
5914874,50
5914875,593
5914876,624
5914877,111
5914878,400
5914879,546
5914880,379
5914881,104
5914882,144
5914883,238
5914884,161
5914885,49
5914886,41
5914887,152
5914888,201
5914889,179
5914890,232
5914891,243
5914892,206
5914893,231
5914894,137
5914895,241
5914896,256
5914897,176
5914901,28
5914902,146
5914903,881
5914904,487
5914905,612
5914906,466
5914907,470
5914908,137
5914909,65
5914913,95
5914914,44
5914916,6
5914922,104
5914923,177
5914924,283
5914925,245
5914926,269
5914927,250
5914928,225
5914929,137
5914930,170
5914931,154
5914932,89
5914941,31
5914942,11
5914943,5
5914944,5
5914946,17
5914947,19
5914951,6
5914952,22
5914953,23
5914954,29
5914955,44
5914956,23
5914957,18
5916644,25
5916645,43
5916646,24
5916647,16
5916662,6
5916663,7
5916666,27
5916667,87
5916668,116
5916669,267
5916670,126
5916674,247
5916675,197
5916676,226
5916677,78
5916678,143
5916679,126
5916680,56
5916681,78
5916682,141
5916683,111
5916684,141
5916685,20
5916689,39
5916690,68
5916691,154
5916692,85
5916693,229
5916694,25
5916695,111
5916696,131
5916697,91
5916698,43
5916701,754
5916702,330
5916703,194
5916704,500
5916705,395
5916706,392
5916707,321
5916708,613
5916709,134
5916710,127
5916711,188
5916712,6
5916713,98
5916714,236
5916715,201
5916716,106
5916717,250
5916718,138
5916719,296
5916720,212
5916721,70
5916722,162
5916723,137
5916724,132
5916728,40
5916729,469
5916730,666
5916731,833
5916732,229
5916733,183
5916734,339
5916735,74
5916739,375
5916740,323
5916741,114
5916748,147
5916749,533
5916750,517
5916751,330
5916752,259
5916753,192
5916754,182
5916755,107
5916756,131
5916757,147
5916758,147
5916759,293
5916777,5
5916779,10
5916780,9
5916781,22
5916782,10
5916783,23
5916784,29
5916785,6
5918466,10
5918469,9
5918470,16
5918471,46
5918473,11
5918479,35
5918480,32
5918481,6
5918491,54
5918492,279
5918493,217
5918494,8
5918495,85
5918496,20
5918497,188
5918498,34
5918499,60
5918500,221
5918501,125
5918502,165
5918503,161
5918504,150
5918505,185
5918506,147
5918507,119
5918508,224
5918509,30
5918510,136
5918514,75
5918515,132
5918516,152
5918517,169
5918518,65
5918519,360
5918520,83
5918521,151
5918522,289
5918523,402
5918529,410
5918530,970
5918531,566
5918532,693
5918533,371
5918534,402
5918535,216
5918536,242
5918537,188
5918539,31
5918540,161
5918541,76
5918542,37
5918543,108
5918544,6
5918545,9
5918546,37
5918547,101
5918548,215
5918549,257
5918550,82
5918551,73
5918555,245
5918556,449
5918557,334
5918558,82
5918559,80
5918561,204
5918562,17
5918565,195
5918566,176
5918567,8
5918574,495
5918575,216
5918576,631
5918577,364
5918578,211
5918579,174
5918580,157
5918581,215
5918582,687
5918583,626
5918584,1021
5918585,227
5918586,6
5920294,14
5920295,39
5920296,12
5920299,13
5920300,11
5920304,44
5920306,18
5920307,19
5920308,11
5920315,13
5920316,133
5920317,156
5920318,105
5920320,5
5920321,60
5920322,170
5920323,149
5920324,56
5920326,183
5920327,140
5920328,192
5920329,153
5920330,150
5920331,87
5920332,196
5920339,20
5920340,80
5920341,123
5920342,152
5920343,85
5920344,26
5920345,94
5920346,135
5920347,160
5920348,165
5920349,232
5920350,759
5920351,391
5920354,276
5920355,566
5920356,972
5920357,622
5920358,1050
5920359,297
5920360,91
5920361,33
5920362,27
5920365,163
5920366,257
5920367,307
5920368,75
5920369,167
5920370,280
5920371,239
5920372,215
5920373,200
5920374,202
5920375,252
5920376,143
5920377,69
5920380,363
5920381,545
5920382,362
5920384,356
5920385,165
5920386,58
5920387,26
5920390,9
5920398,74
5920399,578
5920400,702
5920401,110
5920402,530
5920403,365
5920404,231
5920405,211
5920406,597
5920407,801
5920408,543
5920409,428
5920410,98
5922117,11
5922118,39
5922119,35
5922120,14
5922121,14
5922123,7
5922124,23
5922130,7
5922131,8
5922132,14
5922139,152
5922140,181
5922141,75
5922142,11
5922145,106
5922146,346
5922147,101
5922150,216
5922151,116
5922152,87
5922153,338
5922154,112
5922157,10
5922158,152
5922160,5
5922163,28
5922164,189
5922165,154
5922166,250
5922167,208
5922168,380
5922169,45
5922170,462
5922171,24
5922172,170
5922173,248
5922174,169
5922175,510
5922179,280
5922180,936
5922181,271
5922182,398
5922183,17
5922189,159
5922190,243
5922191,233
5922192,237
5922193,262
5922194,242
5922195,236
5922196,98
5922197,45
5922198,30
5922199,67
5922200,193
5922201,120
5922204,19
5922205,432
5922206,350
5922208,6
5922209,318
5922210,657
5922211,576
5922212,228
5922221,96
5922222,683
5922223,577
5922224,885
5922225,151
5922226,939
5922227,390
5922228,209
5922229,128
5922230,180
5922231,428
5922232,987
5922233,638
5922234,162
5923938,6
5923939,12
5923940,5
5923941,25
5923942,67
5923943,8
5923946,30
5923947,37
5923948,6
5923949,7
5923954,16
5923961,175
5923962,174
5923963,14
5923964,31
5923965,83
5923966,55
5923967,216
5923968,243
5923970,50
5923971,199
5923972,217
5923973,262
5923974,123
5923975,241
5923976,30
5923977,328
5923978,165
5923979,543
5923980,452
5923981,236
5923982,75
5923985,44
5923986,104
5923987,92
5923988,232
5923989,197
5923990,80
5923991,191
5923992,189
5923993,101
5923994,118
5923995,240
5923996,450
5923997,459
5924001,12
5924002,90
5924003,374
5924004,53
5924006,33
5924010,11
5924011,55
5924012,157
5924013,179
5924014,100
5924015,95
5924016,52
5924017,188
5924019,166
5924020,179
5924021,22
5924022,250
5924023,166
5924024,198
5924027,158
5924030,365
5924031,533
5924032,386
5924033,263
5924034,408
5924038,101
5924043,28
5924044,323
5924045,470
5924046,564
5924047,778
5924048,706
5924049,419
5924050,502
5924051,399
5924052,451
5924053,254
5924054,403
5924055,942
5924056,758
5924057,260
5924058,126
5924076,5
5925759,29
5925760,7
5925761,6
5925765,10
5925766,37
5925767,58
5925768,5
5925769,105
5925770,35
5925771,9
5925775,7
5925777,22
5925778,37
5925780,61
5925781,99
5925782,14
5925784,66
5925785,204
5925786,261
5925787,162
5925788,98
5925790,174
5925791,345
5925792,158
5925793,313
5925794,577
5925796,214
5925797,262
5925798,186
5925799,360
5925800,212
5925801,432
5925802,57
5925806,338
5925807,238
5925808,263
5925809,334
5925810,110
5925811,127
5925812,212
5925813,109
5925814,216
5925815,200
5925816,129
5925817,180
5925821,58
5925822,511
5925823,834
5925824,648
5925825,357
5925826,860
5925827,854
5925828,417
5925832,110
5925833,586
5925834,462
5925835,495
5925836,449
5925838,284
5925839,367
5925840,373
5925841,39
5925842,169
5925843,323
5925844,301
5925845,776
5925849,523
5925850,352
5925851,517
5925852,338
5925853,454
5925854,169
5925856,331
5925857,733
5925858,971
5925859,1141
5925860,236
5925862,374
5925863,544
5925864,168
5925865,205
5925866,353
5925867,578
5925868,51
5925869,199
5925870,851
5925871,469
5925872,320
5925873,120
5925874,192
5925875,255
5925876,438
5925877,242
5925878,386
5925893,17
5925894,18
5925896,9
5927579,16
5927583,6
5927586,30
5927587,25
5927588,21
5927589,24
5927590,11
5927592,49
5927593,141
5927594,91
5927595,88
5927596,231
5927598,30
5927599,10
5927600,21
5927601,33
5927602,45
5927603,57
5927604,108
5927605,404
5927606,68
5927608,21
5927609,36
5927610,346
5927611,258
5927612,115
5927613,143
5927614,68
5927616,273
5927617,455
5927618,38
5927619,95
5927620,111
5927621,454
5927622,99
5927625,85
5927626,437
5927627,704
5927628,548
5927629,526
5927630,298
5927631,47
5927632,102
5927633,9
5927634,114
5927635,435
5927636,386
5927637,862
5927638,37
5927639,39
5927640,49
5927641,11
5927642,631
5927643,501
5927644,518
5927645,457
5927646,500
5927647,420
5927648,512
5927652,207
5927653,256
5927654,526
5927655,456
5927656,375
5927658,817
5927659,224
5927660,48
5927661,66
5927662,526
5927663,519
5927664,185
5927665,552
5927666,154
5927668,9
5927669,1004
5927670,794
5927671,191
5927672,143
5927673,752
5927674,49
5927675,318
5927676,850
5927677,258
5927678,69
5927679,605
5927680,665
5927682,477
5927683,283
5927684,654
5927685,111
5927686,512
5927687,252
5927688,382
5927689,496
5927690,106
5927691,95
5927692,232
5927693,240
5927694,11
5927695,58
5927696,81
5927697,333
5927698,254
5927715,12
5929384,8
5929399,7
5929404,46
5929405,83
5929406,35
5929407,8
5929408,94
5929409,17
5929410,74
5929411,143
5929412,208
5929413,14
5929414,71
5929415,9
5929416,12
5929420,143
5929421,157
5929422,139
5929423,270
5929424,147
5929425,30
5929426,42
5929427,33
5929428,11
5929429,48
5929430,48
5929431,128
5929432,7
5929435,221
5929436,73
5929437,50
5929438,44
5929439,200
5929440,57
5929445,272
5929446,656
5929447,416
5929448,522
5929449,13
5929450,117
5929451,97
5929452,147
5929453,194
5929454,577
5929455,246
5929456,364
5929457,61
5929458,74
5929459,29
5929461,10
5929462,353
5929463,556
5929464,550
5929465,592
5929466,483
5929467,66
5929470,62
5929471,494
5929472,472
5929473,747
5929474,139
5929475,44
5929476,172
5929477,692
5929478,352
5929479,377
5929480,251
5929481,244
5929482,208
5929483,152
5929485,146
5929486,254
5929487,803
5929488,332
5929489,7
5929491,120
5929493,433
5929494,983
5929495,214
5929496,166
5929497,390
5929498,68
5929499,26
5929500,181
5929501,18
5929502,243
5929503,445
5929504,371
5929506,292
5929507,215
5929508,127
5929509,61
5929510,267
5929511,381
5929512,212
5929513,29
5929514,47
5929515,399
5929516,430
5929517,306
5931216,6
5931219,12
5931221,40
5931222,135
5931223,45
5931224,77
5931225,131
5931226,45
5931227,220
5931228,141
5931229,5
5931236,102
5931237,160
5931238,150
5931239,118
5931240,162
5931241,43
5931242,104
5931243,125
5931244,68
5931245,26
5931246,109
5931247,135
5931248,183
5931249,28
5931252,79
5931253,94
5931254,94
5931255,112
5931262,39
5931263,624
5931264,325
5931265,587
5931266,108
5931267,99
5931268,37
5931269,228
5931270,245
5931271,272
5931272,222
5931273,381
5931274,226
5931275,49
5931280,22
5931281,536
5931282,740
5931283,810
5931284,67
5931288,297
5931289,553
5931290,409
5931291,98
5931292,40
5931293,120
5931294,336
5931295,470
5931296,279
5931297,110
5931298,223
5931299,287
5931300,131
5931302,102
5931304,395
5931306,270
5931309,106
5931310,617
5931311,497
5931312,122
5931316,231
5931317,265
5931318,129
5931319,434
5931320,605
5931321,87
5931322,14
5931323,23
5931324,240
5931325,269
5931326,157
5931327,132
5931328,11
5931329,76
5931330,93
5931331,66
5931333,327
5931334,312
5933036,35
5933037,172
5933038,108
5933039,46
5933046,264
5933047,88
5933049,6
5933051,164
5933052,68
5933053,27
5933054,50
5933055,90
5933056,96
5933057,39
5933058,99
5933059,94
5933060,36
5933061,46
5933062,142
5933063,140
5933064,71
5933068,60
5933069,148
5933070,268
5933071,316
5933072,21
5933077,363
5933078,807
5933079,678
5933080,716
5933081,130
5933082,413
5933083,887
5933084,165
5933085,172
5933087,8
5933088,14
5933089,5
5933092,14
5933094,88
5933095,28
5933097,212
5933098,470
5933099,106
5933104,334
5933105,135
5933106,153
5933107,222
5933108,478
5933109,533
5933110,150
5933111,344
5933112,246
5933113,431
5933114,232
5933116,114
5933117,496
5933122,51
5933123,157
5933125,186
5933126,214
5933127,69
5933130,63
5933131,270
5933132,166
5933133,526
5933134,371
5933135,863
5933136,668
5933137,258
5933138,184
5933139,209
5933140,136
5933141,92
5933142,126
5933143,124
5933144,140
5933145,6
5933146,46
5933147,232
5933148,161
5933149,10
5933150,36
5934840,7
5934850,36
5934851,113
5934852,118
5934853,28
5934854,36
5934855,62
5934860,37
5934861,9
5934865,38
5934866,81
5934867,56
5934868,50
5934869,72
5934870,42
5934871,28
5934872,81
5934873,20
5934874,18
5934875,113
5934876,210
5934877,144
5934878,118
5934882,92
5934883,298
5934884,466
5934885,319
5934886,159
5934887,6
5934888,9
5934890,92
5934891,206
5934892,173
5934893,193
5934894,225
5934895,35
5934896,159
5934897,86
5934898,80
5934899,169
5934901,406
5934902,308
5934903,495
5934904,86
5934905,286
5934906,294
5934908,78
5934909,467
5934910,651
5934911,555
5934912,147
5934919,97
5934920,178
5934921,163
5934922,153
5934923,116
5934924,8
5934925,127
5934926,88
5934927,102
5934930,262
5934938,8
5934939,125
5934944,40
5934945,136
5934946,249
5934947,329
5934948,375
5934949,956
5934950,913
5934951,15
5934952,108
5934953,181
5934954,177
5934955,129
5934956,135
5934957,158
5934958,146
5934959,109
5934960,18
5934963,35
5934964,242
5934965,58
5936646,6
5936647,10
5936663,123
5936664,85
5936665,14
5936666,171
5936667,110
5936668,213
5936669,13
5936681,12
5936682,57
5936683,28
5936684,11
5936685,129
5936686,98
5936687,76
5936688,89
5936689,145
5936690,117
5936694,12
5936695,154
5936696,390
5936697,268
5936698,361
5936699,876
5936700,191
5936702,147
5936703,945
5936704,969
5936705,290
5936711,140
5936712,95
5936714,479
5936715,422
5936716,48
5936717,790
5936718,773
5936719,227
5936720,6
5936721,319
5936722,580
5936723,422
5936724,580
5936725,429
5936726,243
5936732,24
5936733,18
5936735,144
5936737,124
5936738,151
5936739,373
5936740,10
5936741,7
5936743,109
5936744,36
5936750,16
5936757,248
5936758,170
5936759,136
5936760,264
5936761,154
5936762,128
5936763,479
5936764,158
5936765,379
5936766,197
5936767,257
5936768,186
5936769,141
5936770,146
5936771,159
5936772,63
5936773,45
5936774,9
5936775,35
5936776,106
5936777,286
5936778,596
5936779,528
5936780,52
5938454,6
5938459,10
5938460,8
5938464,5
5938468,7
5938475,5
5938476,31
5938477,67
5938478,215
5938479,112
5938480,269
5938481,133
5938482,7
5938492,11
5938493,225
5938494,191
5938495,77
5938496,156
5938497,189
5938498,230
5938499,137
5938500,103
5938501,102
5938502,75
5938504,135
5938505,109
5938506,33
5938507,251
5938508,272
5938509,210
5938510,255
5938511,569
5938512,330
5938514,60
5938515,186
5938516,996
5938517,881
5938519,842
5938520,480
5938526,121
5938527,97
5938528,126
5938529,347
5938530,372
5938531,12
5938532,14
5938534,51
5938535,561
5938536,463
5938537,542
5938538,11
5938544,11
5938545,6
5938546,53
5938547,436
5938548,94
5938549,329
5938550,352
5938551,993
5938552,1321
5938554,151
5938555,559
5938556,330
5938567,15
5938568,86
5938569,5
5938570,43
5938571,66
5938572,503
5938573,257
5938574,29
5938575,71
5938576,309
5938578,93
5938579,153
5938580,151
5938581,135
5938582,99
5938583,147
5938584,254
5938585,108
5938586,23
5938587,439
5938588,507
5938589,477
5938590,390
5938591,372
5938592,372
5938593,7
5940269,6
5940274,8
5940275,8
5940277,6
5940278,12
5940288,44
5940289,186
5940290,151
5940296,117
5940300,33
5940301,28
5940302,214
5940303,98
5940304,168
5940305,177
5940306,197
5940307,301
5940308,339
5940309,419
5940310,208
5940311,116
5940312,82
5940314,9
5940315,156
5940316,205
5940317,311
5940318,356
5940319,101
5940320,160
5940321,149
5940322,30
5940324,236
5940325,570
5940326,518
5940327,154
5940329,611
5940330,444
5940340,506
5940341,108
5940342,45
5940343,162
5940345,464
5940346,666
5940347,531
5940348,122
5940356,267
5940357,234
5940358,296
5940359,398
5940360,115
5940363,9
5940364,60
5940365,114
5940366,116
5940377,59
5940378,234
5940379,102
5940380,111
5940381,19
5940382,138
5940383,234
5940384,19
5940386,52
5940387,167
5940388,332
5940389,104
5940390,221
5940391,283
5940392,271
5940393,201
5940394,223
5940395,75
5940396,34
5940397,405
5940398,347
5940399,255
5940400,386
5940401,386
5940402,311
5942074,17
5942089,15
5942094,26
5942095,18
5942096,24
5942097,108
5942098,6
5942100,12
5942101,119
5942102,684
5942103,498
5942104,89
5942105,423
5942106,451
5942107,102
5942108,48
5942109,147
5942110,36
5942111,107
5942112,132
5942113,131
5942114,97
5942115,141
5942116,303
5942117,293
5942118,10
5942119,25
5942122,343
5942123,157
5942124,185
5942125,21
5942126,230
5942127,17
5942128,13
5942129,121
5942130,25
5942131,76
5942132,209
5942133,131
5942134,459
5942136,5
5942137,707
5942138,166
5942150,184
5942151,777
5942152,658
5942153,693
5942154,472
5942155,368
5942156,62
5942163,72
5942164,292
5942165,264
5942166,351
5942167,641
5942168,500
5942169,437
5942170,18
5942171,13
5942172,180
5942185,392
5942186,424
5942187,109
5942188,56
5942193,178
5942194,189
5942195,382
5942196,389
5942197,284
5942198,406
5942199,670
5942200,278
5942201,153
5942202,133
5942203,6
5942204,68
5942205,308
5942206,316
5942207,58
5942208,252
5942209,152
5942210,193
5943882,10
5943893,6
5943894,9
5943896,8
5943897,13
5943901,15
5943902,184
5943903,188
5943904,277
5943905,16
5943906,6
5943907,79
5943908,207
5943909,202
5943910,361
5943911,436
5943912,641
5943913,202
5943914,391
